"responseData__cityentity_id","responseData__id","responseData__name","responseData__max_level","responseData__blueprints__number_of_pieces","responseData__blueprints__building_id","responseData__blueprints__piece_number","responseData__blueprints__amount","responseData__blueprints____class__","responseData__description","responseData__inStock","responseData__item__upgradeItemId","responseData__item__selectionKitId","responseData__item__target","responseData__item__resource_package__cost____class__","responseData__item__resource_package__gain","responseData__item__resource_package____class__","responseData__item__cityEntityId","responseData__item__level","responseData__item__reward__type","responseData__item__reward__subType","responseData__item__reward__amount","responseData__item__reward__id","responseData__item__reward__name","responseData__item__reward__description","responseData__item__reward__iconAssetName","responseData__item__reward__isHighlighted","responseData__item__reward__assembledReward__type","responseData__item__reward__assembledReward__subType","responseData__item__reward__assembledReward__amount","responseData__item__reward__assembledReward__id","responseData__item__reward__assembledReward__name","responseData__item__reward__assembledReward__description","responseData__item__reward__assembledReward__iconAssetName","responseData__item__reward__assembledReward__isHighlighted","responseData__item__reward__assembledReward__flags__-","responseData__item__reward__assembledReward____class__","responseData__item__reward__requiredAmount","responseData__item__reward__possible_rewards__drop_chance","responseData__item__reward__possible_rewards__reward__type","responseData__item__reward__possible_rewards__reward__subType","responseData__item__reward__possible_rewards__reward__id","responseData__item__reward__possible_rewards__reward__name","responseData__item__reward__possible_rewards__reward__iconAssetName","responseData__item__reward__possible_rewards__reward__possible_rewards__drop_chance","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__type","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__subType","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__amount","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__id","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__name","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__description","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__iconAssetName","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__duration","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__value","responseData__item__reward__possible_rewards__reward__possible_rewards__reward____class__","responseData__item__reward__possible_rewards__reward__possible_rewards____class__","responseData__item__reward__possible_rewards__reward____class__","responseData__item__reward__possible_rewards____class__","responseData__item__reward____class__","responseData__item__boostType","responseData__item__value","responseData__item__duration","responseData__item____class__","responseData__itemAssetName","responseData__availableFrom","responseData__exchangeBaseValue__|","responseData__exchangeBaseValue__|__trade_coins","responseData__exchangeBaseValue__|__gemstones","responseData__exchangeBaseValue____class__","responseData__locked","responseData__sortPriority__001","responseData__sortPriority__002","responseData__sortPriority__003","responseData__sortPriority__004","responseData__sortPriority__005","responseData__sortPriority__006","responseData__time","responseData____class__","responseData","requestClass","requestMethod","requestId","__class__"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","1755.0000000000002","0.7799999999999999","","","","","","","","","","","","","","",""
"","3503673","Renovierungs-Kit","","","","","","","Bringe ein Event-Gebäude auf das aktuelle Zeitalter!","104","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RenovationKitPayload","renovation_kit","","minValues","2700","2.4","ItemExchangeValue","True","4","","","","","","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","2700","3.5999999999999996","","","","","","","","","","","","","","",""
"","7888349","1 Std. Münzen-Beschleuniger","","","","","","","Verwende diesen Gegenstand, um die verbleibende Zeit für die Münz-Produktion aller Gebäude um 1 Stunde zu verringern. Gilt nicht für Spezial-Produktionen und Legendäre Bauwerke.","41","","","all_coins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3600","SpeedupPayload","rush_mass_coins_small","","minValues","607.5","0","ItemExchangeValue","True","7","3","2147480040","","","","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","607.5","0","","","","","","","","","","","","","","",""
"","24512090","Alle Münz-Produktionen abschließen","","","","","","","Verwende diesen Gegenstand, um sofort alle Münz-Produktionen in deiner Stadt abzuschließen. Gilt nicht für Spezial-Produktionen und Legendäre Bauwerke.","6","","","all_coins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86400","SpeedupPayload","rush_mass_coins_large","","minValues","3321","0","ItemExchangeValue","True","7","3","2147397240","","","","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","3321","0","","","","","","","","","","","","","","",""
"","22647720","8 Std. Münzen-Beschleuniger","","","","","","","Verwende diesen Gegenstand, um die verbleibende Zeit für die Münz-Produktion aller Gebäude um 8 Stunden zu verringern. Gilt nicht für Spezial-Produktionen und Legendäre Bauwerke.","2","","","all_coins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28800","SpeedupPayload","rush_mass_coins_medium","","minValues","1782.0000000000002","0","ItemExchangeValue","True","7","3","2147454840","","","","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","1782.0000000000002","0","","","","","","","","","","","","","","",""
"","24560670","Alle Vorrats-Produktionen abschließen","","","","","","","Verwende diesen Gegenstand, um sofort alle Vorrats-Produktionen in deiner Stadt abzuschließen. Gilt nicht für Spezial-Produktionen und Legendäre Bauwerke.","5","","","all_supplies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86400","SpeedupPayload","rush_mass_supply_large","","minValues","4590","0","ItemExchangeValue","True","7","1","2147397240","","","","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","4590","0","","","","","","","","","","","","","","",""
"","6306499","2 Std. Vorrats-Beschleuniger","","","","","","","Verwende diesen Gegenstand, um die verbleibende Zeit für die Vorrats-Produktion aller Gebäude um 2 Stunden zu verringern. Gilt nicht für Spezial-Produktionen und Legendäre Bauwerke.","34","","","all_supplies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7200","SpeedupPayload","rush_mass_supply_medium","","minValues","850.5","0","ItemExchangeValue","True","7","1","2147476440","","","","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","850.5","0","","","","","","","","","","","","","","",""
"","6126554","30 Min. Vorrats-Beschleuniger","","","","","","","Verwende diesen Gegenstand, um die verbleibende Zeit für die Vorrats-Produktion aller Gebäude um 30 Min. zu verringern. Gilt nicht für Spezial-Produktionen und Legendäre Bauwerke.","51","","","all_supplies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1800","SpeedupPayload","rush_mass_supply_small","","minValues","445.50000000000006","0","ItemExchangeValue","True","7","1","2147481840","","","","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","445.50000000000006","0","","","","","","","","","","","","","","",""
"","4782569","5 Min. Vorrats-Beschleuniger","","","","","","","Verwende diesen Gegenstand, um die verbleibende Zeit für die Vorrats-Produktion aller Gebäude um 5 Min. zu verringern. Gilt nicht für Spezial-Produktionen und Legendäre Bauwerke.","21","","","all_supplies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300","SpeedupPayload","rush_mass_supply_small","","minValues","243.00000000000003","0","ItemExchangeValue","True","7","1","2147483340","","","","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","243.00000000000003","0","","","","","","","","","","","","","","",""
"","12635345","6 Std. Vorrats-Beschleuniger","","","","","","","Verwende diesen Gegenstand, um die verbleibende Zeit für die Vorrats-Produktion aller Gebäude um 6 Stunden zu verringern. Gilt nicht für Spezial-Produktionen und Legendäre Bauwerke.","14","","","all_supplies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21600","SpeedupPayload","rush_mass_supply_large","","minValues","1498.5","0","ItemExchangeValue","True","7","1","2147462040","","","","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","1498.5","0","","","","","","","","","","","","","","",""
"","16423885","Vorrats-Produktion abschließen","","","","","","","Verwende diesen Gegenstand, um die Vorrats-Produktion eines Gebäudes deiner Wahl sofort abzuschließen. Gilt nicht für Spezial-Produktionen und Legendäre Bauwerke.","35","","","one_supply_building","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86400","SpeedupPayload","rush_single_supply_large","","minValues","221.4","0","ItemExchangeValue","True","7","2","2147397240","","","","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","221.4","0","","","","","","","","","","","","","","",""
"","19153095","Verlassene Anstalt-Auswahl-Kit","","","","","","","Wähle, ob du ein neues Gebäude errichten oder ein bestehendes Gebäude verbessern willst.","2","","selection_kit_abandoned_asylum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionKitPayload","selection_kit_abandoned_asylum","","minValues","1350","1.76","ItemExchangeValue","True","3","","","","","","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","1350","2.6399999999999997","","","","","","","","","","","","","","",""
"","30010373","Altargarten-Auswahl-Kit","","","","","","","Wähle, ob du ein neues Gebäude errichten oder ein bestehendes Gebäude verbessern willst.","1","","selection_kit_altar_garden","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionKitPayload","selection_kit_altar_garden","","minValues","1350","1.76","ItemExchangeValue","True","3","","","","","","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","1350","2.6399999999999997","","","","","","","","","","","","","","",""
"","23298617","Athlon-Kloster-Auswahl-Kit","","","","","","","Wähle, ob du ein neues Gebäude errichten oder ein bestehendes Gebäude verbessern willst.","2","","selection_kit_athlon_abbey","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionKitPayload","selection_kit_athlon_abbey","","minValues","1080","1.4080000000000001","ItemExchangeValue","True","3","","","","","","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","1080","2.112","","","","","","","","","","","","","","",""
"","29568043","Schmetterlingszuflucht-Auswahl-Kit","","","","","","","Wähle zwischen einem Kit, dem Basisgebäude des Schmetterlingshauses oder einem beliebigen Schmetterlingsgarten.","1","","selection_kit_butterfly_sanctuary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionKitPayload","selection_kit_butterfly_sanctuary","","minValues","5400","7.04","ItemExchangeValue","True","3","","","","","","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","5400","10.559999999999999","","","","","","","","","","","","","","",""
"","28194329","Keltischer Bauernhof Auswahl-Kit","","","","","","","Wähle zwischen einem Verbesserungs-Kit und dem Basisgebäude des Keltischen Bauernhofs","1","","selection_kit_celtic_farmstead","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionKitPayload","selection_kit_celtic_farmstead","","minValues","1012.5000000000001","1.3200000000000003","ItemExchangeValue","True","3","","","","","","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","1012.5000000000001","1.9800000000000002","","","","","","","","","","","","","","",""
"","15265411","Keltischer Wald-Kit","","","","","","","Wähle ein beliebiges Set-Gebäude oder Verbesserungs-Kit aus dem Keltischer Wald-Set aus und benutze es in deiner Stadt.","4","","selection_kit_celtic_forest_set","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionKitPayload","selection_kit_celtic_forest_set","","minValues","2700","3.52","ItemExchangeValue","True","3","","","","","","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","2700","5.279999999999999","","","","","","","","","","","","","","",""
"","23302574","Koloss-Auswahl-Kit","","","","","","","Wähle zwischen einer Verbesserung für den Koloss oder schnappe dir das Grundgebäude.","1","","selection_kit_colossus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionKitPayload","selection_kit_colossus","","minValues","1350","1.2","ItemExchangeValue","True","3","","","","","","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","1350","1.7999999999999998","","","","","","","","","","","","","","",""
"","17822524","Großer Leuchtturm-Auswahl-Kit","","","","","","","Wähle, ob du ein neues Gebäude errichten oder ein bestehendes Gebäude verbessern willst.","3","","selection_kit_crows_nest","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SelectionKitPayload","selection_kit_crows_nest","","minValues","1350","1.2","ItemExchangeValue","True","3","","","","","","","InventoryItem","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maxValues","1350","1.7999999999999998","","","","","","","","","","","","","","",""
